codigo;estado;nombre;descripcion;fuente_desc;familia;familia_indice;subcategoria;marcas;codigo_original;compatibilidad;ubicacion;medidas;ref_interna;foto;foto_confianza;clave_rubro;clave_subrubro;clave_producto;pagina;origen;flags;encabezado_pdf
2103209;completo;Tornillo De Escape;Tornillo De Escape Repl St- FS160/220/280;texto del PDF;Desmalezadoras;Desmalezadoras;Kit de cilindros;Stihl;;Tornillo De Escape Repl St- FS160/220/280;;;;2103209.jpg;;2 Tiempos;Desmalezadora;Kit de cilindros;105;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS160 / 220 / 280
2103210;completo;Brida De Admisión;Brida De Admisión Repl St- FS160/220/280;texto del PDF;Desmalezadoras;Desmalezadoras;Kit de cilindros;Stihl;;Brida De Admisión Repl St- FS160/220/280;;;;2103210.jpg;;2 Tiempos;Desmalezadora;Kit de cilindros;106;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS160 / 220 / 280
2104010;completo;Kit Piston Chinas 26cc 33mm;Kit Piston Chinas 26cc 33mm;texto del PDF (OCR);Sistemas de arranque;Sistemas de arranque;REPUESTOS;;;Kit Piston Chinas 26cc 33mm;;;;2104010.jpg;;2 Tiempos;Desmalezadora;Kit de pistón;92;grilla;;SISTEMA DE ARRANQUE - MOTOSIERRAS - REPUESTOS
2104011;completo;Kit Piston Chinas 33cc 36mM;Kit Piston Chinas 33cc 36mM;texto del PDF (OCR);Desmalezadoras;Desmalezadoras;Kit de pistón;;;Kit Piston Chinas 33cc 36mM;;;;2104011.jpg;;2 Tiempos;Desmalezadora;Kit de pistón;94;grilla;;PARTES DE DESMALEZADORAS CHINAS 26CC
2104012;completo;Kit Piston Chinas 43cc 40mm;Kit Piston Chinas 43cc 40mm;texto del PDF (OCR);Desmalezadoras;Desmalezadoras;Kit de pistón;;;Kit Piston Chinas 43cc 40mm;;;;2104012.jpg;;2 Tiempos;Desmalezadora;Kit de pistón;95;grilla;;PARTES DE DESMALEZADORAS CHINAS 43CC / 52CC
2104013;completo;Kit Piston Chinas 52cc 44mm;Kit Piston Chinas 52cc 44mm;texto del PDF (OCR);Desmalezadoras;Desmalezadoras;Kit de pistón;;;Kit Piston Chinas 52cc 44mm;;;;2104013.jpg;;2 Tiempos;Desmalezadora;Kit de pistón;95;grilla;;PARTES DE DESMALEZADORAS CHINAS 43CC / 52CC
2104030;completo;Kit Pistón Y Aros;Kit Pistón Y Aros Repl St- FS38/55 34mm;texto del PDF;Desmalezadoras;Desmalezadoras;PISTONES Y AROS;Husqvarna;;Kit Pistón Y Aros Repl St- FS38/55 34mm;;;;2104030.jpg;;2 Tiempos;Desmalezadora;Kit de pistón;78;grilla;;PISTONES Y AROS - DESMALEZADORAS REEMPLAZOS
2104031;completo;Kit Pistón Y Aros;Kit Pistón Y Aros Repl St- FS280 40mm;texto del PDF;Desmalezadoras;Desmalezadoras;Kit de pistón;Stihl;;Kit Pistón Y Aros Repl St- FS280 40mm;;40mm;;2104031.jpg;;2 Tiempos;Desmalezadora;Kit de pistón;105;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS160 / 220 / 280
2104032;completo;Kit Pistón Y Aro;Kit Pistón Y Aro Repl St- FS450;texto del PDF;Desmalezadoras;Desmalezadoras;Kit de pistón;Stihl;;Kit Pistón Y Aro Repl St- FS450;;;;2104032.jpg;;2 Tiempos;Desmalezadora;Kit de pistón;107;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS160 / 220 / 280
2104033;derivado_sin_foto;Kit de pistón;Kit de pistón;derivada (clave de código + sección del catálogo);Desmalezadoras;Desmalezadoras;PISTONES Y AROS;;;;;;;2104033.jpg;;2 Tiempos;Desmalezadora;Kit de pistón;78;grilla;;PISTONES Y AROS - DESMALEZADORAS REEMPLAZOS
2104034;derivado_sin_foto;Kit de pistón;Kit de pistón;derivada (clave de código + sección del catálogo);Desmalezadoras;Desmalezadoras;PISTONES Y AROS;;;;;;;2104034.jpg;;2 Tiempos;Desmalezadora;Kit de pistón;78;grilla;;PISTONES Y AROS - DESMALEZADORAS REEMPLAZOS
2104035;completo;Kit Pistón Y Aros;Kit Pistón Y Aros Repl St- FS160 35mm;texto del PDF;Desmalezadoras;Desmalezadoras;Kit de pistón;Stihl;;Kit Pistón Y Aros Repl St- FS160 35mm;;35mm;;2104035.jpg;;2 Tiempos;Desmalezadora;Kit de pistón;103;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS38 / FS55
2104036;completo;Kit Cilindro Y Pistón;Kit Cilindro Y Pistón Repl St- FS220 38mm;texto del PDF;Desmalezadoras;Desmalezadoras;Kit de pistón;Stihl;;Kit Cilindro Y Pistón Repl St- FS220 38mm;;38mm;;2104036.jpg;;2 Tiempos;Desmalezadora;Kit de pistón;105;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS160 / 220 / 280
2104050;derivado_sin_foto;Kit de pistón;Kit de pistón;derivada (clave de código + sección del catálogo);Desmalezadoras;Desmalezadoras;PISTONES Y AROS;;;;;;;2104050.jpg;;2 Tiempos;Desmalezadora;Kit de pistón;78;grilla;;PISTONES Y AROS - DESMALEZADORAS REEMPLAZOS
2104051;derivado_sin_foto;Kit de pistón;Kit de pistón;derivada (clave de código + sección del catálogo);Desmalezadoras;Desmalezadoras;PISTONES Y AROS;;;;;;;2104051.jpg;;2 Tiempos;Desmalezadora;Kit de pistón;78;grilla;;PISTONES Y AROS - DESMALEZADORAS REEMPLAZOS
2104061;derivado_sin_foto;Kit de pistón;Kit de pistón;derivada (clave de código + sección del catálogo);Desmalezadoras;Desmalezadoras;PISTONES Y AROS;;;;;;;2104061.jpg;;2 Tiempos;Desmalezadora;Kit de pistón;78;grilla;;PISTONES Y AROS - DESMALEZADORAS REEMPLAZOS
2104063;completo;Kit De Piston Y Aros;Kit De Piston Y Aros Repl Hus-143R;texto del PDF;Desmalezadoras;Desmalezadoras;PISTONES Y AROS;Husqvarna;;Kit De Piston Y Aros Repl Hus-143R;;;;2104063.jpg;;2 Tiempos;Desmalezadora;Kit de pistón;78;grilla;;PISTONES Y AROS - DESMALEZADORAS REEMPLAZOS
2105020;completo;Aros de Piston Chinas 26cc 33 1.2 MM;Aros de Piston Chinas 26cc 33 1.2 MM;texto del PDF (OCR);Sistemas de arranque;Sistemas de arranque;REPUESTOS;;;Aros de Piston Chinas 26cc 33 1.2 MM;;;;2105020.jpg;;2 Tiempos;Desmalezadora;Aros;92;grilla;;SISTEMA DE ARRANQUE - MOTOSIERRAS - REPUESTOS
2105021;completo;Aros de Piston Chinas 33cc 36mm;Aros de Piston Chinas 33cc 36mm;texto del PDF (OCR);Desmalezadoras;Desmalezadoras;Aros;;;Aros de Piston Chinas 33cc 36mm;;;;2105021.jpg;;2 Tiempos;Desmalezadora;Aros;94;grilla;;PARTES DE DESMALEZADORAS CHINAS 26CC
2105022;completo;Aros de Piston Chinas 43cc 40mm;Aros de Piston Chinas 43cc 40mm;texto del PDF (OCR);Desmalezadoras;Desmalezadoras;Aros;;;Aros de Piston Chinas 43cc 40mm;;;;2105022.jpg;;2 Tiempos;Desmalezadora;Aros;95;grilla;;PARTES DE DESMALEZADORAS CHINAS 43CC / 52CC
2105023;completo;Aros de Piston Chinas 52cc 44mm;Aros de Piston Chinas 52cc 44mm;texto del PDF (OCR);Desmalezadoras;Desmalezadoras;Aros;;;Aros de Piston Chinas 52cc 44mm;;;;2105023.jpg;;2 Tiempos;Desmalezadora;Aros;95;grilla;;PARTES DE DESMALEZADORAS CHINAS 43CC / 52CC
2105024;completo;"Aro de pistón, 34 mm Stihl FS85";"Aro de pistón, 34 mm Stihl FS85";texto del PDF;Motosierras;Motosierras;Aros;Stihl;;"Aro de pistón, 34 mm Stihl FS85";;34 mm;;;;2 Tiempos;Desmalezadora;Aros;121;grilla;;MOTOSIERRAS / AMORTIGUADORES
2105025;completo;"Aro de pistón, 35 mm Stihl FS120";"Aro de pistón, 35 mm Stihl FS120";texto del PDF;Motosierras;Motosierras;Aros;Stihl;;"Aro de pistón, 35 mm Stihl FS120";;35 mm;;;;2 Tiempos;Desmalezadora;Aros;121;grilla;;MOTOSIERRAS / AMORTIGUADORES
2105026;completo;Aros De Pistón;Aros De Pistón Repl St- FS160 35mm;texto del PDF;Desmalezadoras;Desmalezadoras;Aros;Stihl;;Aros De Pistón Repl St- FS160 35mm;;35mm;;2105026.jpg;;2 Tiempos;Desmalezadora;Aros;103;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS38 / FS55
2105027;completo;Aros De Pistón;Aros De Pistón Repl St- FS220 38mm;texto del PDF;Desmalezadoras;Desmalezadoras;Aros;Stihl;;Aros De Pistón Repl St- FS220 38mm;;38mm;;2105027.jpg;;2 Tiempos;Desmalezadora;Aros;105;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS160 / 220 / 280
2105028;completo;Aros De Pistón;Aros De Pistón Repl St- FS280 40mm;texto del PDF;Desmalezadoras;Desmalezadoras;Aros;Stihl;;Aros De Pistón Repl St- FS280 40mm;;40mm;;2105028.jpg;;2 Tiempos;Desmalezadora;Aros;105;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS160 / 220 / 280
2105029;completo;Aros De Pistón;Aros De Pistón Repl St- FS450 42mm;texto del PDF;Desmalezadoras;Desmalezadoras;Aros;Stihl;;Aros De Pistón Repl St- FS450 42mm;;42mm;;2105029.jpg;;2 Tiempos;Desmalezadora;Aros;107;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS160 / 220 / 280
2105030;completo;Aros De Pistón;Aros De Pistón;texto del PDF;Desmalezadoras;Desmalezadoras;Aros;Husqvarna;;Aros De Pistón;;;;2105030.jpg;;2 Tiempos;Desmalezadora;Aros;99;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO HUSQVARNA 143R
2105031;completo;Kit Cilindro Y Pistón Kit De Piston Y Aros Aros De Pistón;Kit Cilindro Y Pistón Kit De Piston Y Aros Aros De Pistón Repl Hus-143R Repl Hus-143R Repl Hus-143R;texto del PDF;Desmalezadoras;Desmalezadoras;Aros;Husqvarna;Hus-143R;Kit Cilindro Y Pistón Kit De Piston Y Aros Aros De Pistón Repl Hus-143R Repl Hus-143R Repl Hus-143R;;;;2105031.jpg;;2 Tiempos;Desmalezadora;Aros;97;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO HUSQVARNA 143R
2107110;completo;Filtro Aire Espuma Desmalezadoras 26/33/43/52 cc;Filtro Aire Espuma Desmalezadoras 26/33/43/52 cc;texto del PDF (OCR);Sistemas de arranque;Sistemas de arranque;REPUESTOS;;;Filtro Aire Espuma Desmalezadoras 26/33/43/52 cc;;;;2107110.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;92;grilla;;SISTEMA DE ARRANQUE - MOTOSIERRAS - REPUESTOS
2107111;completo;Filtro Aire Espuma Desmalezadoras 43/52 cc;Filtro Aire Espuma Desmalezadoras 43/52 cc;texto del PDF (OCR);Desmalezadoras;Desmalezadoras;Filtro de aire;;;Filtro Aire Espuma Desmalezadoras 43/52 cc;;;;2107111.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;96;grilla;;PARTES DE DESMALEZADORAS CHINAS 43CC / 52CC
2107112;completo;Filtro Aire Espuma Desmalezadoras 43/52 cc;Filtro Aire Espuma Desmalezadoras 43/52 cc;texto del PDF (OCR);Desmalezadoras;Desmalezadoras;Filtro de aire;;;Filtro Aire Espuma Desmalezadoras 43/52 cc;;;;2107112.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;96;grilla;;PARTES DE DESMALEZADORAS CHINAS 43CC / 52CC
2107118;completo;Tapa de fi ltro de aire Stihl FS120/200/250;Tapa de fi ltro de aire Stihl FS120/200/250;texto del PDF;Desmalezadoras;;FILTROS DE AIRE REEMPLAZOS 2T;Stihl;;Tapa de fi ltro de aire Stihl FS120/200/250;;;;;;2 Tiempos;Desmalezadora;Filtro de aire;34;grilla;;FILTROS DE AIRE REEMPLAZOS 2T - STIHL
2107120;completo;Cubre Filtro de Aire Tl33;Cubre Filtro de Aire Tl33;texto del PDF;Desmalezadoras;Desmalezadoras;Filtro de aire;;;Cubre Filtro de Aire Tl33;;;;2107120.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;94;grilla;;PARTES DE DESMALEZADORAS CHINAS 26CC
2107121;completo;Cubre Filtro de Aire TL43 TL52;Cubre Filtro de Aire TL43 TL52;texto del PDF;Desmalezadoras;Desmalezadoras;Filtro de aire;;;Cubre Filtro de Aire TL43 TL52;;;;2107121.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;96;grilla;;PARTES DE DESMALEZADORAS CHINAS 43CC / 52CC
2107122;completo;Cubre Filtro de Aire TL43 TL53;Cubre Filtro de Aire TL43 TL53;texto del PDF;Desmalezadoras;Desmalezadoras;Filtro de aire;;;Cubre Filtro de Aire TL43 TL53;;;;2107122.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;96;grilla;;PARTES DE DESMALEZADORAS CHINAS 43CC / 52CC
2107123;completo;Cubre Filtro De Aire;Cubre Filtro De Aire Repl St- FS160/220/280;texto del PDF;Desmalezadoras;Desmalezadoras;Filtro de aire;Stihl;;Cubre Filtro De Aire Repl St- FS160/220/280;;;;2107123.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;105;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS160 / 220 / 280
2107128;completo;Cobertor De Filtro De Aire;Cobertor De Filtro De Aire Repl St- FS450;texto del PDF;Desmalezadoras;Desmalezadoras;Filtro de aire;Stihl;;Cobertor De Filtro De Aire Repl St- FS450;;;;2107128.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;110;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS450
2107132;completo;Filtro De Aire;Filtro De Aire Repl St- FS120/250/450;texto del PDF;Desmalezadoras;Desmalezadoras;Filtro de aire;Stihl;;Filtro De Aire Repl St- FS120/250/450;;;;2107132.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;110;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS450
2107133;completo;Cubre Filtro De Aire Filtro De Aire;Cubre Filtro De Aire Filtro De Aire Repl St- FS160/220/280 Repl St- FS160/220/280;texto del PDF;Desmalezadoras;Desmalezadoras;Filtro de aire;Stihl;;Cubre Filtro De Aire Filtro De Aire Repl St- FS160/220/280 Repl St- FS160/220/280;;;;2107133.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;105;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS160 / 220 / 280
2107134;completo;Filtro De Aire;Filtro De Aire Repl St- FS160/220/280;texto del PDF;Desmalezadoras;Desmalezadoras;Filtro de aire;Stihl;;Filtro De Aire Repl St- FS160/220/280;;;;2107134.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;105;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS160 / 220 / 280
2107135;completo;Filtro de aire Stihl FS161/221/291;Filtro de aire Stihl FS161/221/291;texto del PDF;Desmalezadoras;;FILTROS DE AIRE REEMPLAZOS 2T;Stihl;;Filtro de aire Stihl FS161/221/291;;;;;;2 Tiempos;Desmalezadora;Filtro de aire;34;grilla;;FILTROS DE AIRE REEMPLAZOS 2T - STIHL
2107136;completo;Filtrera Completa;Filtrera Completa Repl Hus-143R;texto del PDF;Desmalezadoras;Desmalezadoras;Filtro de aire;Husqvarna;Hus-143R;Filtrera Completa Repl Hus-143R;;;;2107136.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;98;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO HUSQVARNA 143R
2107137;completo;Filtro de aire Oleo Mac 746/753/755;Filtro de aire Oleo Mac 746/753/755;texto del PDF;Desmalezadoras;;OLEOMAC;Oleo Mac;;Filtro de aire Oleo Mac 746/753/755;;;;;;2 Tiempos;Desmalezadora;Filtro de aire;31;grilla;;FILTROS DE AIRE REEMPLAZO 2T - OLEOMAC
2107138;completo;Filtrera Completa;Filtrera Completa Repl St;texto del PDF;Desmalezadoras;Desmalezadoras;Filtro de aire;Stihl;;Filtrera Completa Repl St;;;;2107138.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;101;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS38 / FS55
2107139;completo;Filtrera De Aire Esponja;Filtrera De Aire Esponja Repl St;texto del PDF;Desmalezadoras;Desmalezadoras;Filtro de aire;Stihl;;Filtrera De Aire Esponja Repl St;;;;2107139.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;101;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS38 / FS55
2107140;completo;Caja Filtrera Completa;Caja Filtrera Completa Repl St- FS120/250/450;texto del PDF;Desmalezadoras;Desmalezadoras;Filtro de aire;Stihl;;Caja Filtrera Completa Repl St- FS120/250/450;;;;2107140.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;110;grilla;;PARTES DE DESMALEZADORAS REEMPLAZO ST FS450
2107197;derivado_sin_foto;Filtro de aire — Husqvarna;Filtro de aire para Husqvarna;derivada (clave de código + sección del catálogo);Desmalezadoras;;FILTROS DE AIRE REEMPLAZOS 2T;Husqvarna;;;;;;2107197.jpg;;2 Tiempos;Desmalezadora;Filtro de aire;33;grilla;;FILTROS DE AIRE REEMPLAZOS 2T - HUSQVARNA
2109013;completo;Echo SRM-2300 Oleo Mac;Echo SRM-2300 Oleo Mac;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Echo | Oleo Mac;;Echo SRM-2300 Oleo Mac;;;GND-13;2109013.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;46;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109017;completo;Echo SRM-3550 Shibaura SD 23/26/35/45;Echo SRM-3550 Shibaura SD 23/26/35/45;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Echo | Shibaura;;Echo SRM-3550 Shibaura SD 23/26/35/45;;;GND-17;2109017.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;46;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109041;completo;Echo SRM-2305/GT-200/ GT-2150;Echo SRM-2305/GT-200/ GT-2150;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Echo;;Echo SRM-2305/GT-200/ GT-2150;;;GND-41;2109041.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;46;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109055;completo;Stihl FS-38/55/100;Stihl FS-38/55/100;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Stihl;;Stihl FS-38/55/100;;;GND-55;2109055.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;47;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109061;completo;Echo SRM-4300;Echo SRM-4300;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Echo;;Echo SRM-4300;;;GND-61;2109061.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;47;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109088;completo;Stihl BG-56/86;Stihl BG-56/86;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Stihl;;Stihl BG-56/86;;;GND-88;2109088.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;47;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109089;completo;Stihl FS-55;Stihl FS-55;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Stihl;;Stihl FS-55;;;GND-89;2109089.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;47;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109092;completo;Stihl HS-45 / FS-310;Stihl HS-45 / FS-310;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Stihl;;Stihl HS-45 / FS-310;;;GND-92;2109092.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;47;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109093;completo;Stihl BR-500/550/600 Stihl 130R/310;Stihl BR-500/550/600 Stihl 130R/310;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Stihl;;Stihl BR-500/550/600 Stihl 130R/310;;;GND-93;2109093.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;47;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109095;completo;Stihl FS-90;Stihl FS-90;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Stihl;;Stihl FS-90;;;GND-95;2109095.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;47;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109098;completo;Stihl FS-450;Stihl FS-450;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Stihl;;Stihl FS-450;;;GND-98;2109098.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;47;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109107;completo;Stihl FS-94;Stihl FS-94;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Stihl;;Stihl FS-94;;;GND-107;;;2 Tiempos;Desmalezadora;Juntas de carburador;47;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109201;completo;"Echo, Oleo Mac 740 HQV 225R/232R/235R";"Echo, Oleo Mac 740 HQV 225R/232R/235R";texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Husqvarna | Oleo Mac;;"Echo, Oleo Mac 740 HQV 225R/232R/235R";;;D20-WAT;2109201.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;48;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109206;completo;Husqvarna 132 Echo RMA HB 212;Husqvarna 132 Echo RMA HB 212;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Husqvarna | Echo;;Husqvarna 132 Echo RMA HB 212;;;D20-WYK;2109206.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;48;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109207;completo;"Stihl FS-360/500/550 MS270, MS-361 BR-320/400/420 Husqvarna 133/371";"Stihl FS-360/500/550 MS270, MS-361 BR-320/400/420 Husqvarna 133/371";texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Husqvarna | Stihl;;"Stihl FS-360/500/550 MS270, MS-361 BR-320/400/420 Husqvarna 133/371";;;D10-HD;2109207.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;48;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109212;completo;Echo GT-1100/CS221 Honda UMK 435;Echo GT-1100/CS221 Honda UMK 435;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Echo | Honda;;Echo GT-1100/CS221 Honda UMK 435;;;D11-WYL;2109212.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;48;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109214;completo;"Wacker BS-45/52, Bing 33";"Wacker BS-45/52, Bing 33";texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;;;"Wacker BS-45/52, Bing 33";;;BS45;2109214.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;48;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109218;completo;Mitsubishi T180/200/240 Carburador Nikki;Mitsubishi T180/200/240 Carburador Nikki;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Mitsubishi | Nikki;;Mitsubishi T180/200/240 Carburador Nikki;;;NK1;2109218.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;48;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109219;completo;Mitsubishi T180/200/240 Maruyama Toro 54/500 Carburador Nikki;Mitsubishi T180/200/240 Maruyama Toro 54/500 Carburador Nikki;texto del PDF;Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;Toro | Mitsubishi | Maruyama | Nikki;;Mitsubishi T180/200/240 Maruyama Toro 54/500 Carburador Nikki;;;NK2;2109219.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;48;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109221;derivado_sin_foto;Juntas de carburador;Juntas de carburador;derivada (clave de código + sección del catálogo);Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;;;;;;;2109221.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;49;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109222;derivado_sin_foto;Juntas de carburador;Juntas de carburador;derivada (clave de código + sección del catálogo);Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;;;;;;;2109222.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;49;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109223;derivado_sin_foto;Juntas de carburador;Juntas de carburador;derivada (clave de código + sección del catálogo);Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;;;;;;;2109223.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;49;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109224;derivado_sin_foto;Juntas de carburador;Juntas de carburador;derivada (clave de código + sección del catálogo);Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;;;;;;;2109224.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;49;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2109225;derivado_sin_foto;Juntas de carburador;Juntas de carburador;derivada (clave de código + sección del catálogo);Desmalezadoras;;KITS DE JUNTAS Y DIAFRAGMAS;;;;;;;2109225.jpg;;2 Tiempos;Desmalezadora;Juntas de carburador;49;grilla;;KITS DE JUNTAS Y DIAFRAGMAS
2110001;completo;Junta Base Cilindro Chinas 26cc;Junta Base Cilindro Chinas 26cc;texto del PDF (OCR);Juntas de motor;Juntas de motor;Juntas de motor;;;Junta Base Cilindro Chinas 26cc;;;;2110001.jpg;;2 Tiempos;Desmalezadora;Juntas de motor;56;grilla;;JUNTAS DE MOTOR 2 TIEMPOS - DESMALEZADORAS
2110002;completo;Junta Base Carburador Chinas 26cc;Junta Base Carburador Chinas 26cc;texto del PDF (OCR);Juntas de motor;Juntas de motor;Juntas de motor;;;Junta Base Carburador Chinas 26cc;;;;2110002.jpg;;2 Tiempos;Desmalezadora;Juntas de motor;56;grilla;;JUNTAS DE MOTOR 2 TIEMPOS - DESMALEZADORAS
2110003;completo;Junta Admision Chinas 26cc;Junta Admision Chinas 26cc;texto del PDF (OCR);Juntas de motor;Juntas de motor;Juntas de motor;;;Junta Admision Chinas 26cc;;;;2110003.jpg;;2 Tiempos;Desmalezadora;Juntas de motor;56;grilla;;JUNTAS DE MOTOR 2 TIEMPOS - DESMALEZADORAS
2110004;completo;Junta Carter Chinas 26cc;Junta Carter Chinas 26cc;texto del PDF (OCR);Juntas de motor;Juntas de motor;Juntas de motor;;;Junta Carter Chinas 26cc;;;;2110004.jpg;;2 Tiempos;Desmalezadora;Juntas de motor;56;grilla;;JUNTAS DE MOTOR 2 TIEMPOS - DESMALEZADORAS
2110005;completo;Junta Escape Chinas 26cc;Junta Escape Chinas 26cc;texto del PDF (OCR);Juntas de motor;Juntas de motor;Juntas de motor;;;Junta Escape Chinas 26cc;;;;2110005.jpg;;2 Tiempos;Desmalezadora;Juntas de motor;56;grilla;;JUNTAS DE MOTOR 2 TIEMPOS - DESMALEZADORAS
